Sentence	Topic_Label
फलस्तीनी क़ैदियों की रिहाई को इसराइल की मंज़ूरी	2
अब्दुल क़यूम ख़ान क्यों पाकिस्तान नहीं जाना चाहते?	2
यूएस ओपनः सरीना और नडाल दूसरे दौर में	4
बीजेपी के मंत्रियों ने नीतीश से मिलने से किया इनकार	0
उत्तराखंड की आपदा में 4045 लोग लापता 	0
शाहिद-विद्या बने पड़ोसी!	3
शीत ओलंपिक: द. कोरिया से बातचीत को तैयार हुआ उ. कोरिया	2
वीना मलिक की 'डर्टी पिक्चर'	3
ऑपरेशन ब्लूस्टार के ज़ख़्म अब भी क्यों हरे?	0
सऊदी अरब और यूएई अब नहीं रहे 'टैक्स फ्री'	2
पुलिस उसे बेरहमी से घसीटती रही और उसने दम तोड़ दिया	2
पाक सरकार और तालिबान के बीच वार्ता शुरू	2
श्रीलंका में वेबसाइटों पर नया प्रतिबंध	2
विशेष: कितना बढ़ गया है नेपाल में चीनी दखल	0
उत्तराखंड: 'याद करके अंदर ही अंदर रोते हैं'	0
क्या गानों ने बनाया काका को सुपरस्टार?	3
क्या शादीशुदा हैं जॉन अब्राहम?	3
सिद्धार्थ माल्या को मानहानि का नोटिस	0
गर्लफ्रैंड ने शुक्राणु 'चोरी' किए!	2
क्या फिर लुप्त हो जाएगा मोहनजोदड़ो?	2
जनलोकपाल बिलः 5 संभावनाओं पर एक नज़र	0
'भीख' में मिली किताब ने बनाया कार्टूनिस्ट	0
दिल्ली में जारी हैं यौन हिंसा की घटनाएं	0
मास्टर कार्ड ने पेश किया फ़िंगरप्रिंट सेंसर वाला क्रेडिट कार्ट	5
नीतीश कुमार: छठी बार शपथ, तीन इस्तीफ़े	0
आईपीएल: बैंगलोर ने चेन्नई और पंजाब ने मुंबई को हराया	4
आज भारत, दुनिया में कहाँ, क्या हो रहा है?	2
फ्री-शॉपिंग से मिलता है अर्थव्यवस्था को बढ़ावा?	2
छात्रों के भविष्य की चिंता: सुभाष घई	3
आलिया दर्शकों को 'हाईवे' पर कहाँ तक ले जा पाईं	3
'मोदी को तरक्की देकर कोई गुनाह नहीं किया'	0
टीवी शो में चुने गए 'राष्ट्रपति'	2
ओबामा-रोमनी के लिए बेशकीमती हैं भारतीय वोट	2
धोनी-सचिन सबसे ज्यादा कमाई करने वालों में शामिल	4
फर्राटा-बाधा दौड़	4
रामदेव के चुनाव प्रचार और योग शिविर पर प्रतिबंध	0
कपिल शर्मा ने ख़ुद माना, सुनील ग्रोवर से झगड़ा हुआ था	1
सूखे के बीच आईपीएल नामंज़ूर: बीजेपी 	0
जब इस रहस्यमयी बंदर ने की आत्महत्या	2
उल्लू ने अपना निशान छोड़ा	5
मोदी को लेकर क्या कसक है आडवाणी के मन में?	0
अमरीका: नेवी यार्ड गोलीकांड के बंदूकधारी की पहचान	2
सऊदी अरब: फुटबॉल और धर्म को लेकर जुबानी जंग	2
अब भरोसा दिलाने ओबामा पहुंचेंगे सऊदी अरब	2
अताउल्लाह अबू अम्मार जुनूनी: आराकान रोहिंग्या रक्षा सेना का कमांडर	2
देहरादून एक्सप्रेस में आग, नौ की मौत	0
आखों से जुड़े मुहावरे	1
भारत बनाम दक्षिण अफ्रीकाः डरबन में ही सिरीज़ का फ़ैसला हो जाएगा?	4
नवाज़ शरीफ़ को भारत आने का न्योता 	2
पहले अपना घर ठीक करें मोदीः नीतीश	1
आख़िरी मुलाकात में मधुबाला ने दिलीप कुमार से कहा...	3
आ रहा है 4जी से कई सौ गुना तेज 5जी	5
ज़ुबिन मेहता के कंसर्ट के लिए कश्मीर में सुरक्षा बढ़ी	0
बिहार में अज्ञात बीमारी से हुई मौतें	0
सुप्रीम कोर्टः पार्टियाँ मुफ़्त उपहार के वायदे ना करें	0
सैमसंग ने रोका गैलेक्सी एस3 का अपग्रेडेशन	2
हिमाचल में कौन बनेगा मुख्यमंत्री, नड्डा या ठाकुर?	0
अस्सी साल बाद लाइब्रेरी में लौटी किताब	1
बीबीसी हिंदी डॉट कॉम : नियम व शर्तें	1
प्रेस रिव्यूः सुब्रमण्यम स्वामी का आरोप, जीडीपी के अच्छे आंकड़े मोदी सरकार के दबाव में	0
मुजफ्फ़रनगरः दंगे, कर्फ्यू और स्टेशन पर पीपली लाइव	0
मेरठः कश्मीरी छात्रों पर 'देशद्रोह' का मामला दर्ज	0
कौन सी माफ़ी होती है दिल से वाली?	2
प्रवासी भारतीय: मोदी को केजरीवाल की टक्कर? 	0
चुनावी सियासत और मुसलमानों से होता मज़ाक़	0
अफ़ग़ान अफ़ीम की क़ीमतें आसमान पर	2
जब माइक टाइसन ने देखा अपनी बीवी को ब्रैड पिट के साथ	3
नज़रिया: डोकलाम में जो काम यूएन नहीं कर पाया उसे भारत ने कर दिया	0
कहानी मौत के मुंह से ज़िंदगी को छीन लेने की	0
'अभी तो मैं जवान हूँ'	0
भारत ने सुपरबग के दावे को ख़ारिज किया	5
ठंड से निपटने के लिए बंदरों को वाइन	1
वरिष्ठ माओवादी नेता सब्यासाची पांडा पार्टी से निष्कासित	0
विराट कोहली और टीम इंडिया ने श्रीलंका के लिए नया सिरदर्द पैदा किया	4
रामलीला के बंदर थे शाहरुख़ !	3
चार वर्षों में शेयर बाज़ार की सबसे बड़ी गिरावट	0
वेलिंग्टन टेस्ट: भारत ने टॉस जीता	4
मोदी ने पूछा, पाकिस्तान अहमद पटेल को गुजरात का सीएम क्यों बनाना चाहता है?	0
उत्तर कोरियाः पंसदीदा 'चॉको पाई' पर पाबंदी	2
तो हीरोइन के बग़ैर फिल्म बनाइए: दीपिका	3
फ्रांस में महिलाओं के पैंट पहनने पर रोक हटी	2
जापान में टूटा डॉक बहकर अमरीका पहुँचा	1
टायर बेचकर गुज़ारा करने को मजबूर ड्राइवर	0
आईपीएल से जुड़ने के लिए तीन ख़ास ऐप्स	0
चीन ने किया स्टेल्थ ड्रोन का सफ़ल परीक्षण	2
सैन फ़्रांसिस्को दुर्घटना: नौसिखिया उड़ा रहा था विमान	2
एक जुनूनी फोटोग्राफर के कैमरे में कैद ओबामा	2
किस 'भ्रष्ट मीडिया' को जेल भेजना चाहते हैं केजरीवाल?	0
महिला मेयर जिसने ली माफिया से टक्कर	2
मैनचेस्टर यूनाइटेड भारत में खोलेगा कैफ़े	4
मेरी बीवी रोमांटिक नहीं निकली: आमिर ख़ान	3
कांबली के बयान पर बवाल, आरोप-प्रत्यारोप	4
बीरभूमः कथित सामूहिक बलात्कार पर सब ख़ामोश	0
नेटो की आपूर्ति को लेकर पाक-अमरीका में समझौता	2
पंजाब में मिले कंकालों की जांच शुरू 	0
दिल्ली में 'आप' की सरकार पर फ़ैसला सोमवार को	0
सरकार की नीतियों के विरुद्ध विपक्ष सड़क पर उतरा	0
केदारनाथ में 75 राहतकर्मियों का दल फंसा	0
मुलायम ने कहा, चीन है दुश्मन नंबर वन	0
बंपर उपज बिहार में, बवाल दुनिया में	0
मुज़फ़्फरनगर में हिंसा, पत्रकार समेत नौ की मौत	0
सागरनामा-9: भटकल यानी पहचान का आतंक	0
ब्रिटेन में रहा अप्रवासियों का ख़ासा योगदान	2
बलात्कार संबंधी 'सुधार,' मर्दों के लिए खतरा?	0
अमरीकी जनरल की माफ़ी काफ़ी नहीं: हामिद करज़ई	1
पहली 'टेस्ट ट्यूब बेबी' की माँ का निधन	1
यूपी: जातीय रैलियों पर अदालती रोक	0
 असमय जन्मे बच्चों का इलाज 'शुगर जेल' से	5
'गुस्सा तो बहुत आता है'	1
आरक्षण का सबक क्रिकेट के ज़रिए?	1
अर्जेंटीना में ऑनलाइन कारोबार पर अंकुश	2
मैं नसीर साहब के सामने गिड़गिड़ाया: रणदीप	3
सोशल: फ़ेसबुक के 'पापा' फिर बनेंगे पापा	1
ये गहने महिलाओं को छेड़खानी से बचाएंगे?	0
उत्तराखंड में तबाही - प्राकृतिक आपदा या फिर मानव निर्मित ?	0
चुनावी रंग में डूबा बंगलौर का आईटी सेक्टर	0
आज भारत और दुनिया में कहां क्या हो रहा है	0
एथलीट पिंकी को नहीं मिली जमानत	0
मोदी के बचाव में संघ आगे आया	0
राजस्थान: मतदान आज, अहम सीटों पर सबकी नज़र	0
इराक़ में फंसी नर्सें कोच्चि पहुंची	2
ओबामा के विरोध में बंद का आह्वान	0
क़र्ज़ की फ़सल से आत्महत्या के आंकड़ों तक	0
पाकिस्तान को मदद बहाल करे कांग्रेस: ओबामा	2
कश्मीर की वादियों का 'भांड' दिल्ली में	0
मोबाइल ऐप से मिलेगा कृत्रिम हाथ	5
कब-कब हुई एनजीटी के आदेशों की अनदेखी?	0
आदिवासियों की लड़ाई का चेहरा बना फ़ेसबुक	2
‘32 रुपए में ख़र्च चला कर दिखाएं मोंटेक’	0
फ़िल्म रिव्यू: 'कांची' का जादू चला या नहीं 	3
सलमान बनाएंगे हजामत, तो मीका सिंह बेचेंगे चाय!	3
बुल फ़ाइटिेंगः आदमी का मज़ा सांड को सज़ा	2
यूट्यूब पर पे चैनल की शुरुआत	2
सिख विरोधी दंगे: सोनिया को अमरीकी अदालत का समन	0
दोहरा भेदभाव झेलती दलित महिलाएँ	0
मेरी मां ने ज़्यादा संघर्ष किया: वरुण धवन	3
फ़र्ज़ी फ़िल्म थी भाग मिल्खा भाग: नसीरुद्दीन शाह	3
सीरिया: रूस की योजना पर पी-5 देशों की बैठक	2
गोरों की आमदनी कालों से छह गुना ज़्यादा	2
नाम हिंदी, पेशा पायलट और मुल्क सऊदी अरब	2
पेड़ों को बचाने लामबंद हुए लोग....	0
अरविंद केजरीवाल का इस्तीफ़ा	0
हॉलीवुड का पैसा 'दबाए' हुए हैं चीन	3
क्या इमरान ख़ान तीसरी बार शादी करने वाले हैं?	2
दुनियाभर में सैलानियों की सबसे पसंदीदा जगह कौन-सी है?	2
क्या मारुति 'पंचर' हुई ?	1
क्या 'आप' सियासी शतरंज के कायदे बदल रहा है?	0
विश्व युद्ध: जब बमबारी के बीच फंसी एक बच्ची	2
वेस्टइंडीज़ बना टी-20 का नया विश्व चैंपियन	4
खिलाड़ी खेलें या राजनीति करें: विजेंदर	0
कड़े मुक़ाबलों वाली सीटों पर मतदान ज़्यादा हुए	0
विदर्भ: नहीं सूखते किसानों की विधवाओं के आंसू	0
गया में नक्सली हिंसा, तीन की मौत	0
मैना की कहानी हो जाएगी पुरानी	0
बगराम के क़ैदियों की सूची जारी	2
हंगरी में छात्रों का टॉपलेस विरोध	2
जनतंत्र में कट्टरवाद का बोलबाला क्यों?	0
‘राष्ट्रद्रोह विवाद’ पर चीन के वरिष्ठ नेता की छुट्टी	2
आईफ़ोन का ज़माना बीत गया: ब्लैकबेरी सीईओ	2
कौन हैं 20 साल बाद गिरफ्तार 'माफिया'?	2
अबकी बारी खुर्शीद की यूपीए-3 की तैयारी 	0
ईरान को इसराइल की चेतावनी	1
क़ायदेआज़म जिन्ना का घर बम धमाके में तबाह	2
विज्ञापन: जागरुकता की कला या ब्रांड का भला	0
डायबिटीज़ के बारे में ये बातें आपको मालूम हैं	5
छत्तीसगढ़ कांग्रेसः कौन बनेगा मुख्यमंत्री?	0
पाकिस्तान: आत्मघाती हमला, 11 जवानों की मौत	2
आंध्र प्रदेश: प्रेम विवाह करने वाली युवती की मिली लाश	0
सिंगूर की जमीन किसानों को वापस मिलेगी: ममता	0
बच्चे की मौत की होगी सीबी-सीआईडी जाँच	0
केदारनाथ मंदिर की असल में हालत क्या है?	0
नवजातों के हत्यारे डॉक्टर को तीन उम्रकैद	2
सोमनाथ भारती की कंपनी पर क्यों चला था मुक़दमा?	0
एक फिल्म के दाम में दो फिल्मों का मज़ा !	3
यमन में जेल पर हमला, सात पुलिसकर्मी मारे गए	2
जजों ने किया हड़ताल का आहवान	2
'ध्यानचंद होते तो अवॉर्ड नहीं मांगते'	0
अगले साल आ सकता है 5 मिनट में चार्ज होने वाला स्मार्टफ़ोन	5
प्रेस रिव्यू: सऊदी से आकर दिग्गज बीजेपी नेता को हराया	0
इंटरनेट पोर्न से सेक्स को लेकर हिंसक हो रहे हैं बच्चे: रिपोर्ट	1
शाहिद आज़मी: '‏भाई ने ख़ुद को बदला, नाइंसाफ़ी से लड़े'	0
मौसमी के जूस के साथ है दवा ख़तरनाक	5
चीन: फास्ट फूड में पुराने मांस पर विवाद	2
भला मैं सर्वश्रेष्ठ कैसे : अमिताभ बच्चन 	3
ममता से 'सवाल पूछने पर' किसान गिरफ्तार	0
'राहुल के बयान से मुसलमान संदेह के घेरे में' 	0
क्या कश्मीर की सियासत बदल रही है?	0
सेकंड लीड करने से परहेज़ नहीं: रणबीर कपूर 	3
दिल्ली में 'जीत' भाजपा की, पर लहर झाडू की!	0
विपक्ष ने सरकार की विदेश नीति पर उठाए सवाल	0
भारतीय खाद्य सुरक्षा कानून में अंतरराष्ट्रीय अड़ंगे	0
वो जंगल जहां जाकर लोग ख़ुदकुशी करते हैं	2
जन्मदिन के दिन होगी मनोज कुमार की सर्जरी	3
सीरिया शांति वार्ताः सत्ता हस्तांतरण पर रुकावट	2
स्मार्टफ़ोन के ज़रिए अकाउंट में जमा होगा चेक	2
अमरीका: 19 साल की उम्र, '23 हत्या'	2
मिस्र: सेना को मिले गिरफ्तारी के अधिकार	2
अमरीका: सीरियाई विद्रोहियों को हथियार देने पर विचार	2
हिरोशिमा की तबाही में शामिल अमरीकी जंगी जहाज 72 साल बाद मिला	2
इन चुनौतियां से कैसे निपटेंगे नरेंद्र मोदी	0
लड़कों के भेस में खेलने वाली पाक स्क्वॉश चैंपियन	4
अब टॉयलेट विज्ञापन भी 'नस्लीय'	2
मुमताज़ क़ादरी: अंगरक्षक और हत्यारा	2
रिकी पॉंटिंग ने ऑस्ट्रेलियाई कप्तान के पद से इस्तीफ़ा दिया	4
बाढ़ से 30 मौतें, लाखों प्रभावित	0
लंदन हमला:मृत सैनिक की पहचान सामने आई	2
भारतीय जासूस जो पाक सेना की सीढ़ियां चढ़ता गया	0
बिहार के एक शहर में गोरे साहब का स्मारक	0
54 करोड़ की लॉटरी, पर विजेता का पता ही नहीं	2
संपत्ति पर दंगा पीड़ितों का अधिकार बरक़रार: सरकार	0
'आप शार्कों को चक्कर काटते देख सकते थे'	2
तालिबान के चंगुल में फंसे परिवार को पाकिस्तानी सेना ने छुड़ाया	2
'योग' करेंगी कारें, सुधरेगी शहरों की सेहत	5
'रिपोर्ट का फ़ायदा उठाना चाहते हैं'  	0
नेस ने गाली-गलौज की और हाथ मरोड़ा: प्रीति 	0
ब्रिटेन में भी बलात्कार बड़ी समस्या	2
मलाला पर हमला 'चौंकाने वाला था': तालिबान नेता	2
अफ़ीम से मिलता है आतंकवाद को पैसा	2
20 साल बाद जेल से निकले खलील चिश्ती	0
संगीतकार नहीं कंप्यूटर बनाएगा धुन	1
कम नुक़सानदेह हैं ई-सिगरेट! 	5
यूपीए पर कठोर क्यों हुए मुलायम?	0
सोमालिया में अल-शबाब के गढ़ पर हमला	2
आरएसएस प्रमुख भागवत से मिले नरेंद्र मोदी	0
भाजपा तो जीत गई, लेकिन क्या मोदी भी जीते?	0
बहन-भाई से जलन कब बच्चे को क़ातिल बना देती है?	0
एचआइवी का इलाज उतना मुश्किल नहीं जितना आप सोचते हैं	0
'जूनियर जैक्सन' को चार लाख हिट	3
राहुल गांधी का रास्ता बनाएँगे प्रणब मुखर्जी?	0
जूनियर हॉकी वर्ल्ड कप में भारतीय लड़कियों का कमाल	4
गोरेपन की क्रीम नहीं लगाता: रणदीप हुडा	3
कौन हैं बांग्लादेशी और किसे निकालेंगे मोदी?	0
इराक़: अपने ही बमों का शिकार हुए आत्मघाती हमलावर	2
फ़लस्तीन और इसराइल के बीच शांति वार्ता शुरू	2
सिंगुर में सुनाई दे रही हैं सिसकियाँ	0
एक ऐसा गेम जिसने उड़ा दी है मांओं की नींद!	1
डोपिंग के 'पक्के खिलाड़ी' हैं आर्मस्ट्रॉन्ग: डोपिंग एजेंसी	4
विकास गौड़ा हारे में मगर लोगों का दिल जीता	4
पाक वैज्ञानिक की रिहाई चाहता था आईएस	2
चीनी एथलीट ने कहा, नहीं लिया ड्रग्स	4
सलाहुद्दीन के ख़िलाफ़ फ़ैसला 42 साल बाद	2
भाजपा ने कैसे इतनी बड़ी जीत दर्ज की	0
कर्नाटक के पूर्व मंत्री जनार्धन रेड्डी गिरफ़्तार 	0
मिस्र: विपक्ष ने मोर्सी के कदम को नकारा	2
सीरिया पर अमरीकी संसद में मतदान टला	2
तस्वीरो के ज़रिए दी गई चेतावनी का असर ज़्यादा	1
मीडिया के ख़िलाफ़ आसाराम समर्थकों ने छेड़ी मुहिम	0
डिजिटल इंडियंस हैंगआउट: क्या सोशल मीडिया से भारत में क्रांति संभव है?	5
अल-क़ायदा में भर्ती का बदलता क़ायदा	2
सेक्स पहेली का जवाब खोजने वाली वैज्ञानिक का निधन	2
कहीं 'आप' जरूरी मुद्दों से भटक तो नहीं रही?	0
पोर्न वेबसाइट्स के निशाने पर आपकी तस्वीरें 	2
इसराइल फ़लस्तीन शांतिवार्ता से पहले अशांति	2
ब्रिटेन में अब समलैंगिक भी कर सकेंगे शादी	2
ऑस्ट्रेलियाई प्रधानमंत्री को 'नाज़ी' दिखाने पर विवाद	2
ईरान में 'मौलवियों की हुकूमत' को चुनौती	2
ईरान में गूगल और जीमेल पर प्रतिबंध	1
सत्ता से नहीं हटूंगा: बशर अल-असद	2
'सीरिया कार्रवाई की योजना स्थगित कर सकते हैं' ओबामा	2
 नैटो सेना पर हमला, दो मरे 100 घायल	2
विमान में नेतनयाहू के ऐशगाह पर इसराइली भड़के	2
केदारनाथ: वह चमत्कारी कुंड और नदी में बहते होटल	0
भारत के अंतिम 11 में किसकी जगह पक्की?	4
परमाणु भट्ठियों की बात अंजाम तक पहुँचेगी?	0
बग़दाद में बम धमाके, 60 की मौत	2
होगा ऐसा बॉस तभी बनेगी बात	2
मंडेला की पोती, रणबीर की दीवानी.....	3
ये हैं पाकिस्तान के 'शरलॉक होम्स'!	2
छाती ठोक कर हिंदुत्व का समर्थन करने वाले ठाकरे	0
नोटबंदी के फ़ेल होने पर देश में गुस्सा क्यों नहीं?	0
साहित्यकार श्रीलाल शुक्ल का निधन	0
'कोलावेरी डी' के बाद अब धनुष का 'सचिन गान' 	3
चुनाव की चर्चा, खर्चा ही खर्चा	0
संयुक्त राष्ट्र के निरीक्षकों ने सीरिया छोड़ा	2
कविता ने बदल दिया एक ख़ूनी कैदी का जीवन	2
ज़ी न्यूज़ के दोनों संपादकों को मिली ज़मानत	0
कैमरन ने स्थिर सरकार देने का वादा किया	1
मर्द बनने की तरफ़ उठते जानलेवा कदम!	2
सलमान की कहानी पर फ़िल्म	3
क्या बांध ही हैं उत्तराखंड के विनाश की जड़	0
एक निर्णायक राजनेता माने जाते हैं मोदी	0
पाकिस्तान ने तालिबान के सामने रखी पाँच शर्तें	2
शारापोवा हुईं ऑस्ट्रलियन ओपन से बाहर	4
पाकिस्तान में शिया मुसलमानों का कत्ल क्यों?	2
सोशल: 'भ्रष्टाचार छिपाने के लिए मोदी को बनाया चेहरा'	1
कलर ब्लाइंडनेस को दूर करने वाला लेंस बना 	5
कैसे जांचते हैं आप इंटरनेट स्पीड, देखिए ये पांच तरीके	5
राहुल ने थपथपाई शीला सरकार की पीठ	0
बीसीसीआई: श्रीनिवासन अदालत के अड़ंगे के बावजूद मैदान में	0
'फ़िल्मफ़ेयर' में इस बार चार पाकिस्तानी कलाकारों का नामांकन	3
बर्मा ने 'परमाणु शोध' खत्म किया: मंत्री 	2
ऑस्ट्रेलिया में भारतीय छात्र पर हमला, एक गिरफ़्तार	0
'आ लौट के आ जा मेरे मीत'	0
न्यूयॉर्क धमाका: अफ़ग़ान नागरिक पर आरोप	2
पीड़िता को ख़ून के इंफ़ेक्शन से बचाने की कोशिश	0
'बदला लेने' वाले बयान पर अमित शाह को नोटिस	0
इनफ़र्टिलिटी: इलाज का बीमा क्यों नहीं 	0
ग़ज़ा: पाँच घंटे के युद्धविराम की घोषणा	2
ग़ज़ा में इसराइल ने दोबारा हमले शुरू किए	2
कैसे ज़िंदगी में पहली बार सूरज की किरणें नसीब हुईं?	2
भारत को जीत ही नहीं, बड़ी जीत की दरकार	4
इराक: 'अपहर्ताओं से बचकर भागा एक भारतीय'	0
जब मीका ने की गाली-गलौज	3
सीरिया: रासायनिक हथियारों पर संयुक्त राष्ट्र में बाध्यकारी प्रस्ताव पारित	2
उत्तराखंड: अब बद्रीनाथ के ऊपर बन रही है खतरे की झील	0
यूरोप में अस्थिरता, विश्व के बाजार प्रभावित	1
भ्रष्टाचार के ख़ात्मे की शुरुआत करेंगे: अमरिंदर	0
..तब अंजलि ने राहत की सांस ली	4
मुज़फ़्फ़रनगर हिंसा: दो और विधायकों की गिरफ़्तारी	0
मुंबई इंडियंस ने रॉयल चैलेंजर्स बैंगलोर को हराया	4
बिहार: बारिश थमी, अब तक 11 की मौत	0
नीदरलैंड्स: 'कैथोलिक संस्थानों में यौन शोषण' 	1
ओडिशा सरकार ने कैदियों के नाम जारी किए	0
अब भी कौन कौन है उत्तर कोरिया का मददगार	2
माओत्से तुंग की 120वीं वर्षगांठ का जश्न	2
राजनीति ने सिखाया समाज सेवा का पाठ: हेमा मालिनी	3
कसाब के गांव से आंखों देखी	0
डिजिटल इंडियंस: फ़ेसबुक की पहली महिला इंजीनियर	5
भारतीय नर्सों की वापसी और सरकार की चुप्पी	0
प्रोमोशन के लिए कुछ भी करेगा	3
अमित शाह: सब पर भारी वफ़ादारी?	0
मुंबई में पुलिस सतर्क, राजनीति गर्म	0
रोहिंग्या विद्रोहियों ने हमला करके कहा, म्यांमार सरकार से लड़ाई जारी रहेगी	2
क्रिसमस और गोवा के ज़ायके	0
मधुबनी हिंसा में एक और युवक की मौत	0
उत्तर कोरिया के मिसाइल लोड, दक्षिण ने भेजे युद्ध पोत	2
राजस्थान: लाश झूलती रही लोग मोल भाव करते रहे	0
लंदन की अंडरग्राउंड ट्रेन में बिल्ली का बच्चा	2
सोमनाथ भारतीः वकालत से विवादों तक के वज़ीर	0
दीपिका को बॉलीवुड में ऐसे मिला चांस	3
क्या कुछ बदल गया कांग्रेस और उत्तर प्रदेश में?	1
बिहार में बाढ़ से मरने वालों का आंकड़ा 200 के पार	0
राहुल को मिली 2014 लोकसभा चुनाव की कमान 	0
दक्षिण एशिया: मिलजुल कर हल हो सकता है बिजली संकट	2
मेट्रो मैन कहेंगे 'अलविदा'	1
लश्करे तैयबा के शीर्ष कमांडर की मौत	0
भारत-ऑस्ट्रेलिया टेस्ट श्रृंखला ने तोड़े 10 रिकॉर्ड	4
'केजरीवाल की तमाशे की सरकार'	0
शुरु हुई सुनवाई,कसाब 'बेपरवाह' नज़र आए 	0
सोनी में जाएँगी 10,000 नौकरियाँ	1
भारत की छोटी कारें कितनी सुरक्षित? 	0
सिर्फ एशियाई मूल के लोग ही दोषी नहीं	1
किन्नर बने काँवड़िए..	0
अवैध खनन के मामले में खींचतान	0
भक्ति गीतों में बॉलीवुड का तड़का: कितना सही?	3
इतालवी माफ़िया पीछे पड़ा, लेकिन 'ऐसी' सुरक्षा से तौबा	2
पटरी पर लौटती बिहार के स्कूलों में ज़िंदगी	0
मिस्र: मुस्लिम ब्रदरहुड के बड़े नेता गिरफ़्तार	2
प्लेब्वॉय के लिए नग्न होंगी शर्लिन	3
फ़ीचर फ़ोन को स्मार्ट बनाएंगे ये 7 ऐप्स!	5
'नवाज़ से ज़्यादा टैक्स तो मैं भरता हूं'	2
नक्सली हमला: पुलिस वालों के पास थीं पुरानी बंदूकें	0
इसराइल: प्राचीन फलस्तीनी गांव को ख़तरा	1
मुसलमानों को लुभा पाएंगी मायावती?	0
तस्वीरों में: राष्ट्रपति के तौर पर बराक ओबामा	2
जर्मनी पर क्लिंटन, केरी की जासूसी का आरोप	2
मस्जिद और गिरजाघर बचाएगी बीजेपी: राजनाथ	0
नेताओं से ज़्यादा बुद्धिमान हैं एक्टरः नगमा	0
'महीनों तक घास खाने को मजबूर सीरियाई जनता'	2
क्या हुआ था उस मनहूस रात को	0
प्रयोगशाला में बनी जबड़े की हड्डी	5
डायनासोर के नए अवशेष	5
ब्रिटेन में दिल का अनोखा ऑपरेशन 	5
जैसा हिंदुस्तान, वैसा ही है रूस भी	1
ममनून हुसैन के मन में आगरा का ख़ास मकाम	2
एक 'महिला' जो अमरीकी फ़ौज में पुरुष बनी रही	2
कोयला खदान आवंटन रद्द, कंपनियां परेशान	0
भटकल गिरफ्तार: सवालों के जवाब मिलेंगे?	0
बाबरी मामले में सुप्रीम कोर्ट में अपील 	0
70 साल बाद अलग अलग क्रिसमस मनाने को मजबूर	2
अनिल को क्यों गैंगस्टर धमकी देते थे?	3
चीफ़ जस्टिस पर जजों ने सवाल उठाए, कहा 'सुप्रीम कोर्ट नहीं बचा तो जनतंत्र नहीं बचेगा'	0
'मुझे शादियों में नाचना पसंद नहीं'	3
खोज ड्रग माफिया के गुप्त तहखानों की	2
ग़ज़ा: और मज़बूत होने की कोशिश में हमास	2
इंग्लैंड की जीत से किसे हो रही है कँपकँपी..	4
कसाब के हिसाब किताब की घड़ी	0
एडवर्ड स्नोडेन को रूस में शरण मिली	2
ताज़ा स्कोर: भारत-इंग्लैंड तीसरा टेस्ट मैच	4
कैमरन: बचपन से वैभव और ड्रग्स लेने पर मौन	2
जाँच आयोग को अल क़ायदा की धमकी	2
भारत की निवेश रेटिंग पर खतरा मंडराया 	1
अलग गोरखालैंड की मांग, तीन दिन का बंद	0
यौन प्रताड़ना बिल पर नहीं बनी सहमति	0
'सरकार नहीं तो सेक्स नहीं'	1
क्यों कुछ चीनी मानते हैं भारत को सबसे गंदा देश	2
सज्जन को सुप्रीम कोर्ट से राहत	0
रूस में उल्कापिंड के टुकड़े गिरने से 900 लोग घायल	2
'यूएस अफ़ग़ानिस्तान में भारत को दे रहा ठेका'	0
ऐशेज़ की टक्कर में ऑस्ट्रेलियाई पीएम भी कूदे	4
मोबाइल इंडियन: ये कहाँ आ गये हम?	0
जनता हो या नेता, मोहभंग होते-होते रह जाता है	0
दिल्ली गैंगरेप: राम सिंह आखिर था कौन	0
आर्थिक विकास दशक के सबसे निचले स्तर पर	0
हनीप्रीत ने बनाया था राम रहीम को भगाने का प्लान	0
मुग़लों के समय कैसे मनाया जाता था क्रिसमस?	0
'तरक्की में सबसे बड़ी रुकावट है भ्रष्टाचार'	0
सेक्स के लती लोगों के दिमाग़ में क्या है?	5
ग्लोबल इंडिया के प्रसारण का समय	0
‘सबसे बदसूरत’ अवार्ड विजेता कुतिया की मौत	1
क्यों अनुराग कश्यप 'आधे जीनियस' हैं	3
कहां हुई थी पहली गणतंत्र दिवस परेड	0
नरेंद्र मोदी: दंगों से दबंगई तक 	0
आख़िर कैसे चलता है दवाओं की बिक्री का 'गोरखधंधा'?	0
मुर्गे खाने वालों पर बेअसर गोलियाँ?	5
खाद्य सुरक्षा बिल: कहीं खुशी तो कहीं ग़म	0
29 नवंबर को रिटायर होंगे पाक सेना प्रमुख कयानी	2
