Sentence	Sentiment_Label
हमने इसके एचडीएमआई एक्सेसरी को इस्तेमाल करने की कोशिश की , लेकिन इसकी वीडियो क्वालिटी निराशाजनक रही ।	negative
आईपैड 2 अच्छी तरह से अपस्केल नहीं कर पाया और वीडियो क्वालिटी अच्छी और स्पष्ट नहीं रही जैसा कि होना चाहिए ।	negative
परफॉरमेंस की बात करें तो आईपैड 2 कोई भी एप्स या गेम्स चलाने पर धीमा नहीं होता ।	neutral
इस पर म्यूजिक चलाने पर यह पहले के आईपैड की तुलना में थोड़ा कम वार्म महसूस होता है ।	positive
इसके स्पीकर की आवाज़ पहले से ज्यादा तेज़ है , इसकी बैटरी लाइफ काफी अच्छी है , और यह लगभग पहले के आईपैड के बराबर है ।	positive
आईपैड 2 एक शानदार प्रोडक्ट है , लेकिन यह पहले वाले आईपैड के जितना क्रांतिकारी नहीं है ।	conflict
हार्डवेयर में परवर्तन और थोड़े बहुत इसके लुक में परिवर्तन के अलावा इसमें कोई खास बदलाव नहीं किये गए है ।	neutral
पिक्चर और विडियो थोड़े सुस्त और गैर - दिलचस्प दिखते हैं ।	negative
सैमसंग गैलेक्‍सी टैब 3 नियो के फीचरों पर नजर डालें तो इसमें 7 इंच की WSVGA स्‍क्रीन दी गई है जो 600×1024 रेज्‍यूलूशन सपोर्ट करती है इसके वाईफाई वर्जन का भार 310 ग्राम और साइज़ 116.4 x 193.4 x 9.7 एमएम है ।	neutral
एंड्रायड जैलीबीन 4.2 ओएस पर रन करने वाले गैलेक्‍टी टैब नियो में 1.2 गीगाहर्ट का ड्युल कोर प्रोसेसर और 1 जीबी की रैम दी गई है ।	neutral
टैब 3 नियो में 8 जीबी का इंटरनल स्‍टोरेज मौजूद है जिसे माइक्रोएसडी कार्ड स्‍लॉट की मदद से 32 जीबी तक एक्‍पेंड किया जा सकता है ।	neutral
इसमें 2 मेगापिक्‍सल कार रियर कैमरा दिया गया है , लेकिन फ्रंट फेसिंग कैमरा नदारद है ।	neutral
सैमसंग के अनुसार टैब में 3,600 एमएएच की बैटरी दी गई है , जो 8 घंटे का वीडियो प्‍लेबैक टाइम देती है ।	neutral
कनेक्‍टीविटी फीचरों में नजर डालें तो टैब 3 नियो में वाईफाई , ब्‍लूटूथ , जीपीएस का फीचर दिया गया है ।	neutral
टैब में सैमसंग ऐप , सैमसंग चैट ऑन , सैमसंग वॉयस , गूगल प्‍लस , प्‍ले बुक , प्‍ले म्‍यूजिक , प्‍ले स्‍टोर , वॉयस सर्च , यू ट्यूब , प्‍ले स्‍टोर , हैंगआउट जैसी कई दूसरी प्री लोडेड एप्‍लीकेशन दी गईं हैं ।	neutral
VT85C नाम के नए 3जी टैब में 1.2 गीगाहर्ट का ड्युल कोर कार्टेक्‍स ए9 प्रोसेसर दिया गया है ये एंड्रायड के 4.2 जैलीबीन ओएस पर रन करता है साथ में 5 मेगापिक्‍सल का रियर कैमरा और 0.3 मेगापिक्‍सल का वीजिए फ्रंट फेसिंग कैमरा दिया गया है , इंटरनेट और वॉयस कॉल करने के लिए टैब में सिम स्‍लॉट बना हुआ है ।	neutral
टैबलेट में कई प्री लोडेड एप्‍लीकेशन आपको पहले से मिलेंगी जैसे फेसबुक , ओपेरा मिनी , हंगामा ।	neutral
इसके अलावा वीडियोकॉन के खेमें में VT75C नाम का एक दूसरा मॉडल भी है जिसमें 7 इंच की स्‍क्रीन दी गई है जो 800 x 480 रेज्‍यूलूशन को सपोर्ट करती है ।	neutral
वीडियोकॉन के दूसरे टैब VT75C में 1 गीगाहर्ट का प्रोसेसर , एंड्रायड 4.1 जैलीबीन और 2मेगापिक्‍सल रियर कैमरा दिया गया है ।	neutral
लिनोवो ए 1000 में 7 इंच की स्‍क्रीन दी गई है , जो 1024x600 पिक्‍सल सपोर्ट करती है ।	neutral
बेहतर साउंड क्‍वालिटी के लिए ए1000 में म्‍यूजिक मास्‍टर डॉल्‍बी ऑडियो ड्युल स्‍पीकर लगे हुए ।	neutral
एंड्रायड जैलीबीन 4.1 पर रन करने वाले ए 1000 में 16 जीबी इंटरनल मैमोरी सपोर्ट के साथ 32 जीबी एक्‍पेंडेबल मैमोरी ऑप्‍शन मौजूद है ।	neutral
लिनोवो के दूसरे मॉडल ए 3000 में 7 इंच की आईपीएस स्‍क्रीन दी गई है , जो 1024x600 पिक्‍सल सपोर्ट करती है ।	neutral
टैब में 1.2 गीगाहर्ट क्‍वॉड कोर प्रोसेसर और 64 जीबी एक्‍पेंडेबल मैमोरी ऑप्‍शन दिया गया है , फोटो कैपचरिंग के लिए 5 मेगापपिक्‍सल कैमरा और 3जी सपोर्ट मौजूद हैं ।	neutral
लिनोवो के तीसरे मॉडल S6000 को खासतौर से इंटरटेनमेंट के लिए बनाया गया है , इसमें 10.1 इंच की स्‍क्रीन दी गई है जो 1280x800 पिक्‍सल रेज्‍यूलूशन सपोर्ट करती है , टैबलेट का भार 560 ग्राम है , और इसमें 1.2 गीगाहर्ट क्‍वॉड कोर प्रोसेसर , 3जी , वाईफाई , माइक्रो एचडीएमआई पोर्ट , ब्‍लूटूथ किबोर्ड डॉक दिया गया है लिनोवो ने S6000 को 27,000 रुपए में लांच किया है ।	neutral
एक्‍सपीरिया ज़ी में 1.5 गीगाहर्ट क्‍वालकॉम क्‍वॉडकोर प्रोसेसर दिया गया है साथ में 2 जीबी रैम और 16 जीबी की इंटरनल मैमोरी इनबिल्‍ड है , टैब में दी गई 10 इंच की स्‍क्रीन 1920x1200 रेज्‍यूलूशन सपोर्ट करती है जो क्‍लियर और हाईडेफिनेशन व्‍यू प्रोवाइड करती है ।	neutral
टैब में 6,000 एमएएच की बैटरी लगी हुई है जो ज्‍यादा बेहतर बैटरी बैकप देती है ।	neutral
10 इंच की स्‍क्रीन 1920x1200 रेज्‍यूलूशन 8 मेगापिक्‍सल प्राइमरी कैमरा 2.2 मेगापिक्‍सल फ्रंट कैमरा 2 जीबी रैम 16 जीबी इंटरनल मैमोरी 6,000 एमएएच बैटरी 4.2 जैलीबीन अपडेट कीमत- 46,990 रुपए	neutral
11.6 इंच की आईपीएस डिस्‍प्‍ले स्‍क्रीन में 1366×768 रेज्‍यूलूशन का सपोर्ट दिया गया है साथ ही स्‍क्रीन 10 प्‍वाइंट टच सपोर्ट करती है जो यूजर को बेहतर टच एक्‍सपीरियंस देता है ।	neutral
कीबोर्ड डॉक में अलग से एक बैटरी लगी हुई है , जो 8 घंटे का बैटरी बैकप देती है ।	neutral
जबकि टैबलेट में दी गई बैटरी भी 8 घंटे का बैटरी बैकप देती है ।	neutral
लावा ई कनेक्‍ट में 3जी कालिंग सपोर्ट दिया गया है , साथ में 7 इंच की डब्‍लूवीजिए स्‍क्रीन यूजर को बड़ा व्‍यू देती है , स्‍क्रीन 800 x 480 रेज्‍यूलूशन सपोर्ट करती है ।	neutral
फास्‍ट और स्‍मूद प्रोसेसिंग के लिए लावा ई टैब में 1 गीगाहर्ट सिंगल कोर क्‍वॉलकॉम स्‍नैपड्रैगन प्रोसेसर , एंड्रायड 4.0 आईसीएस ओएस , 512 एमबी रैम , 4जीबी इंटरनल मैमोरी के अलावा 2 मेगापिक्‍सन रियर और वीडियो कॉलिंग के लिए फ्रंट वीजिए कैमरा इनबिल्‍ड है ।	neutral
हुवावे मीडिया पैड 7 में भी फनबुक पी 600 की तरह 7 इंच की स्‍कीन दी गई है ।	neutral
टैबलेट की खास बात है इसमें आप 2जी और 3जी कॉलिंग कर सकते हैं यानी दूसरे टैबलेटों की जरूरी नहीं केवल 3जी सपोर्ट ही दिया गया है ।	neutral
फीचरों पर नजर डालें तो हुवावे मीडिया पैड 7 लाइट में 1.2 गीगार्हट कार्टेक्‍स ए8 प्रोससर , 1 जीबी रैम , एंड्रायड आईसीएस ओएस , 4 जीबी इंटरनल मैमोरी स्‍टोरज , वाईफाई , ब्‍लूटूथ , 3 .2 मेगापिक्‍सल कैमरा और वीजिए फ्रंट फेसिंग केमरा दिया गया है कीमत-13,700 रुपए	neutral
कम कीमत होने के बावजूद इसमें 1.2 गीगाहर्ट प्रोसेसर और 3200 एमएएच की दमदार बैटरी इनबिल्‍ड है जो इसे लम्‍बा बैटरी बैकप प्रोवाइड करती है ।	positive
वीडियोकॉन का नया टैबलेट माइक्रोमैक्‍स , कार्बन टैबलेट को कड़ी टक्‍कर दे सकता है ।	neutral
क्‍योंकि इसकी कीमत को देखते हुए इसमें लेटेस्‍ट फीचर दिए गए हैं ।	positive
अगर टैब में प्री लोडेड एप्‍लीकेशन की बात करें तो इसमें बॉलिवुड गाने डाउनलोड करने के लिए सावन एंड्रायड एप्‍लीकेशन , नेक्‍टजीटीवी , फेसबुक , निबज्‍ज एप्‍लीकेशन दी गईं हैं ।	neutral
7 इंच स्‍क्रीन साइज 800×480 पिक्‍सल सपोर्ट 1.2 गीगाहर्ट प्रोसेसर 4.0 आईस्‍क्रीम सैंडविच ओएस 3200 एमएएच बैटरी डब्‍लूवीजिए रेज्‍यूलूशन वीजिए कैमरा सपोर्ट	neutral
जीबी फ्लैश मैमोरी 32 जीबी एक्‍पेंडेबल मैमोरी एचडीएमआई पोर्ट , ओटीजी केबल फेसबुक , निंबज , नेक्‍टजीटीवी , सावन प्री लोडेड एप्‍लीकेशन कीमत- 4,799 रुपए	neutral
यह बड़ी डिस्प्ले स्क्रीन वाला विंडोज टेबलेट है जिसे नए आ रहे विंडोज 10 ओएस से अपडेट किया जा सकेगा ।	positive
इसे दुनिया का सबसे अच्छा इकोनॉमिकल विंडोज टेबलेट माना जा रहा है ।	positive
इस टेबलेट में 7.9 इंच की एचडी डिस्पले स्क्रीन 2048 x 1536 पिक्सल रेजोल्युशन के साथ दी गई है ।	neutral
बेहतर परफोर्मेश के लिए इसमें 2.2 गीगाहर्त्ज क्वॉडकोर प्रोसेसर तथा 2जीबी रैम दिए गए हैं ।	neutral
2जी और 3जी इंटरनेट पर काम करने वाले इस टेबलेट पर आप 3डी गेम भी खेल सकते हैं ।	neutral
16 जीबी इंटरने मेमोरी कार्ड वाले जियाओमी एमआई पेड एक्सटरन मेमोरी के तौर पर माइक्रोएसडी कार्ड सपोर्ट करता है ।	neutral
इसमें वाय - फाय के जरिए भी इंटरनेट चलाया जा सकता है ।	neutral
यह एक वॉयस कॉलिंग फीचर्स वाला टेबलेट जो स्मार्टफोन का काम भी करता है ।	neutral
इसमें 8 इंच की एचडी डिस्पले स्क्रीन 1280 x 800 पिक्सल रेजोल्युशन के साथ दी गई है ।	neutral
बेहतर परफार्मेश के लिए इसमें 1.3 गीगाहर्त्ज इंटेल एटॉम क्वॉडकोर प्रोसेसर , 2जीबी रैम तथा 16 जीबी इंटरनल मेमोरी दिए गए हैं ।	neutral
मेमोरी कार्ड लगाकर इस टेबलेट की मेमोरी बढ़ाई जा सकती है ।	neutral
एसुस का यह दूसरा सस्ता टेबलेट है , जो 4जी नेटवर्क पर भी काम करता है ।	neutral
इस टेबलेट में 8 इंच फुल एचडी आईपीएस डिस्पले स्क्रीन लगी है ।	neutral
शानदार परफोर्मेश के लिए इस टेबलेट में 2.3 गीगाहर्त्ज क्वॉडकोर प्रोसेसर , 2जीबी रैम तथा 16 जीबी इंटरनल मेमोरी दिए गए हैं ।	neutral
5 एमपी रीयर तथा 1.2 एमपी फ्रंट कैमरों से लैस यह एंड्रॉयड 4.4 किटकैट पर काम करता है ।	neutral
लेनोवो का यह 10.1 इंच की बड़ी डिस्पले स्क्रीन वाला पावरफुल है , टेबलेट जिसकी कीमत 19999 रूपए है ।	positive
यह टेबलेट विंडोज 8.1 ओएस पर काम करता है ।	neutral
इसके साथ 1 साल के लिए ऑफिस 365 और 1 टेबराबाइट वन ड्राइव स्टोरेज फ्री में दिया जा रहा है ।	neutral
यह टेबलेट 1.33 गीगाहर्त्ज इंटेल एटम प्रोसेसर , 2जीबी रैम तथा 32 जीबी इंटरनल मेमोरी से लैस है ।	neutral
यह टेबलेट वाय - फाय तकनीक से भी लैस तथा इसकी बैटरी एकबार पूरी तरह चार्ज करने पर 8 घंटे तक चलती है ।	neutral
7.9 इंच की डिस्पले स्क्रीन वाले इस आईपेड में स्लिम एल्युमीनियम बॉडी डिजाइन दिया गया है ।	neutral
यह बड़े गेम्स को भी आसानी से सपोर्ट करता है , तथा मल्टीमीडिया के लिए भी शानदार है ।	positive
हालांकि इसकी कीमत 21900 रूपए है ।	neutral
इस टेबलेट ऎसी जबरदस्त तकनीक का इस्तेमाल किया गया है , जिसके चलते इस हैक करना नामुमकिन है ।	positive
यह सैमसंग गैलेक्सी टैब एस10.5 पर आधारित है ।	neutral
यह टेबलेट अब तक की सबसे सिक्योर मानी जाने वाली वॉयस एंड डाटा एंक्रिप्शन सॉल्युशन तकनीक पर काम करता है ।	neutral
इसके अलावा इसमें शानदार कैमरे और कनेक्टिविटी फीचर्स भी दिए जा रहे हैं ।	positive
यह एक ऎसी तकनीक है , जिसे डिकोड करना है , सर्क के लिए बहुत ही मुश्किल हो जाता है ।	neutral
इस पर मोबाइल फोन नेटवर्क वाले इंटरनेट से इस टेबलेट पर आने वाले मैसेज , ईमेल और कंटेंट एक विशेष कोड में आते हैं जिन्हें हैकर्स के लिए पढ़ना नामुमकिन हो जाता है ।	positive
यह एंड्रॉयड टेबलेट है , जो शानदार सेल्फी कैमरे , शानदार कनेक्टिविटी और जबरदस्त बैटरी से लैस है ।	positive
बड़ी डिस्पले स्क्रीन और सेल्फी कैमरा है ।	positive
Micromax Canva Tab P480 में दो सिम लगती है ।	neutral
इस वॉयस कॉलिंग टैबलेट में 7 इंच की डिस्पले स्क्रीन लगी है ।	neutral
इसमें 5 मेगापिक्सल ऑटो फोकस कैमरा आगे और 2 एमपी कैमरा पीछे की तरफ दिया गया है ।	neutral
इसके फ्रंट कैमरे से एचडी वीडियो रिकॉर्ड किए जा सकते हैं ।	neutral
माइक्रोमैक्स केनवस सीरीज के नए टेबलेट में 3000 एमएएच की बैटरी लगी है , जो काफी लंबे समय तक चलती है ।	positive
यह एक 3जी टेबलेट है , जिसमें वाय - फाय , ब्लूटुथ और माइक्रोयूएसबी जैसे कनेक्टिविटी ऑप्शंस दिए गए हैं ।	neutral
माइक्रोमैक्स केनवस टेब पी480 में 1 जीबी रैम और 1.3 गीगाहर्त्ज क्वॉडकोर प्रोसेसर दिया गया है जिससें इसकी प्रोसेसिंग स्पीड अच्छी है ।	positive
इसमें 8 जीबी इंटरनल मेमोरी दी गई है , जिसे माइक्रोएसडी कार्ड से 32 जीबी तक बढ़ा सकते है ।	neutral
जिसकी खासियत इसकी कम कीमत और लेटेस्‍ट फीचर है ।	positive
VT85C नाम के नए 3जी टैब में 1.2 गीगाहर्ट का ड्युल कोर कार्टेक्‍स ए9 प्रोसेसर दिया गया है , ये एंड्रायड के 4.2 जैलीबीन ओएस पर रन करता है ।	neutral
साथ में 5 मेगापिक्‍सल का रियर कैमरा और 0.3 मेगापिक्‍सल का वीजिए फ्रंट फेसिंग कैमरा दिया गया है , इंटरनेट और वॉयस कॉल करने के लिए टैब में सिम स्‍लॉट बना हुआ है ।	neutral
बड़ा डिसप्ले है ।	positive
तेज प्रोसेसर है ।	positive
नवीनतन ऑपरेटिंग सिस्टम है ।	positive
बेहतरीन डिजाइन है ।	positive
बहुत तेजी से गर्म होता है ।	negative
धीमा साउंड इनपुट है ।	negative
ब्लुटूथ का अभाव परशानि है ।	negative
माइक्रोमैक्स फनबुक प्रो micromax Funbook Pro माइक्रोमैक्स का नवीनतम टैबलेट है , तथा यह बाजार में 10 इंच वाला सबसे सस्ता टैबलेट है ।	positive
बुनियादी रूप से टैबलेट माइक्रोमैक्स Micromax के पहले के टैबलेट फनबुक Funbook का अपग्रेडेट वर्जन है ।	neutral
फनबुक प्रो Funbook Pro में पहले के टैबलेट की तुलना में बेहतरीन स्पेशिफिकेशन है जैसे फनबुक Funbook की 7 इंच की स्क्रीन के मुकाबले इसमें 10.1 इंच की कैपेसिटिव मल्टीटच स्क्रीन है ।	neutral
इसमें फनबुक Funbook के 4 जीबी के मुकाबले 8 जीबी का बड़ा आंतरिक स्टोरेज है ।	neutral
इस कीमत में वर्तमान में कुछ दूसरे टैबलेट जैसे मिलाग्रो टैब टॉप , एचसीएल माई एजू टैब , बीएसएनएल का पेंटा Milagrow Tab Top , HCL My Edu tab , BSNL ' s Penta आदि है ।	neutral
हालांकि फनबुक प्रो Funbook Pro इनकी तुलना में बेहतर स्पेशीफिकेशन हैं लेकिन ऐसे कम कीमत वाले टैबलेट्स की वास्तविक विश्वव्यापी परफार्मेंस हमेशा सवालों के घेरे में रहती है ।	positive
चूंकि यह 10 इंची टैबलेट है , यह दिखने में बड़ा दिखता है लेकिन आयताकार आकार का धन्यवाद , जिससे यह पकड़ने में काफी आसान है ।	positive
इसको इस तरह बनाया गया है , कि आप इसे बड़े आरामदाक तरीके से अपने हाथ में पकड़ सकते हैं ।	positive
पीछे के पेनल को चारों कोनों से खरोंच युक्त किया गया है जिससे इस पर आगे की पकड़ मिलती है जबकि मैटे फिनिश मजबूत पकड़ को सुनिश्चित करती है ।	positive
हालांकि कंपनी के द्वारा इसके वजन का खुलासा नहीं किया गया है , फनबुक प्रो Funbook Pro फिर भी हाथों में थोड़ा सा भारी महसूस होता है , लेकिन यह 10 इंची टैबलेट के हिसाब से सही है ।	negative
बड़े आकार का मतलब है , कि यदि आप कुछ टाइपिंग करना चाहते हो तो इसको आपको दोनों हाथों में लेना होगा ।	neutral
बॉडी पर वापस आते हैं , इसमें चमकीली फिनिश डिसप्ले है , जिसका मतलब है , कि इसमें फिंगरप्रिंग के काफी निशान पड़ेंगे तथा आप डिवाइस को साफ देखना चाहते है , तो आपको लगातार इसे साफ करने की जरूरत होगी ।	negative
यदि आपके हाथ पसीने से तर है , तब आपको अतिरिक्त सावधानी बरतने की जरूरत है ।	negative
लेकिन इसमें खरोंचरोधी परत है , जो कि किनारे से किनारे पर है , टैबलेट को चमक तथा साफ फिनिश देती है ।	positive
माइक्रोमैक्स Micromax हालांकि कीज keys के प्लेसमेंट के मामले में थोड़ा इनोवेटिव हो सकता था ।	neutral
पावर की power key को इस तरह से रखा गया है , कि आपको इसका पता करने के लिए कुछ समय के लिए थोड़ी कड़ी मेहनत करनी होगी ।	negative
यद्यपि बाद में आप इसके अभ्यस्त हो सकते हैं ।	positive
आपको पावर और रीटर्न की को काम में लाने के लिए इन्हें थोड़ा ज्यादा प्रेस करना होता है ।	negative
साथ ही , चूकि सभी पोर्ट्स एक ही तरफ हैं तो आपको एक बार में सब कुछ कनेक्ट करने में मुश्किल हो सकती है ।	negative
पीछे की ओर दो स्पीकर्स लगे हैं लेकिन आश्चर्यजनक रूप से आगे की ओर कोई भी नहीं है ।	neutral
यह गाने या विडियो को सुनने में कठिन बनाता है ।	negative
कुल मिलाकर , माइक्रोमैक्स फनबुक प्रो Micromax Funbook Pro बनावट और स्टाइल के मामले में बेहतरीन लुक वाला टैबलेट है ।	positive
हालांकि स्टाइल के मामले में यह औसत से अधिक डिवाइस है ।	positive
जब इसके स्पेशीफिकेशन पर आते है फनबुक प्रो Funbook Pro वास्वत में आंखों को लुभाने वाला है ।	positive
इसमें 1.2 गीगाहर्ट्ज कोर्टेक्स ए8 प्रोसेसर Ghz Cortex A8 processor , डुअल माली 400 जीपीयू Dual Mail 400 GPU तथा नवीनतम 4.0 आइस क्रीम सैंडविच ऑपरेटिंग सिस्टम Android 4.0 Ice Cream Sandwich operating system है ।	neutral
यह संयोजन टैबलेट की मजबूती को बयां करता है ।	positive
टैबलेट एप्लीकेशन को बंद करने और खोलने में काफी तेज है ।	positive
यूजर इंटरफेस user interface आईसीएस यूआई ICS UI के सामान्य यूजर इंटरफेस user interface की तरह ही और यह काफी यूजर फ्रेंडली है ।	positive
टैबलेट आपको आखिर में बंद किए एप्प्स को दिखाता है , इसलिए आप बिना मेनु में गए उस अंतिम चीज पर आसानी से जा सकते हैं , जहां आप काम कर रहे थे ।	positive
आईसीएस ICS इसे सेटिंग्स settings में बदलाव के लिए भी आसान बनाता है ।	positive
अब प्रोसेसर processor पर आते हैं , इस टैबलेट के साथ ही एप्प्स बल्कि गेम game खेलना भी काफी आसान है ।	positive
हमने इस पर कुछ है , वी ग्राफिक्स graphics वाले गेम game खेले लेकिन टैबलेट tablet ने कोई परेशानी नहीं दिखाई ।	positive
लेकिन हां , यह काफी जल्द गर्म हो जाता है , उस समय भी जब आप कोई सरल एप्प्लीकेशन कम समय के लिए खोलते हैं ।	negative
इसके अलावा इस टैबलेट tablet पर गेम्स games खेलना और मूवी देखना काफी आनंददायक है ।	positive
टैबलेट , जिसको पूरे दिन के लिए साथ ले जाने की संभावना होती है और इस दौरान चार्ज करने का कम ही मौका होता है इसलिए बैटरी की परफार्मेंस बहुत महत्वपूर्ण हो जाती है ।	neutral
हालांकि हम यह नहीं कहेंगे कि जब हम बैटरी लाइफ की बात करते है तब फनबुक प्रो Funbook Pro बहुत ही खराब है लेकिन टैबलेट बहुत प्रभावशाली नहीं है ।	neutral
हम यह कह सकते है कि यह शानदार बैटरी लाइफ वाला औसत टैबलेट है ।	neutral
याद रहे कि फनबुक प्रो Funbook Pro 5600 mAh की बड़ी स्क्रीन के साथ आता है जो कि सही मायनों में शानदार है ।	positive
लगभग 80 प्रतिशत की चार्जिंग में हमने लगभग 1 घंटे वाईफाई पर नेट सर्फिंग की जिसमें यूट्यूब पर विडियो देखना तथा 30 मिनट तक गेम खेलना शामिल है ।	neutral
लेकिन उस समय तक फनबुक प्रो की बैटरी काफी कम हो गई थी तथा हमें उसे चार्जर से जोड़ना पड़ा ।	neutral
इसका मतलब है कि फुल रिचार्ज के साथ भी काफी सावधान होना पड़ेगा तथा चार्जर को रखना आवश्यक है ।	negative
टैबलेट पहले से ही लोड स्टॉक एंड्रॉयड कीबोर्ड के साथ आता है लेकिन वैसे भी आप गूगल प्ले स्टोर से दूसरे तरह के कीबोर्ड्स को भी डाउनलोड कर सकते हैं ।	neutral
हालांकि दिए जा रहे कीबोर्ड के साथ हमारा बहुत अच्छा अनुभव नहीं है ।	negative
कीबोर्ड कैपेसिटिव स्क्रीन होने के बावजूद सामान्य दबाने पर जवाब नहीं देता है ।	negative
दरअसल , अधिकतर समय इसे कड़े तरीके से दबाना पड़ता है , अक्सर एक शब्द टाइप करने के लिए एक या अधिक बार दबाना पड़ता है ।	negative
जब पढ़ने पर आते हैं , फनबुक प्रो एक औसत प्रोडक्ट दिखता है ।	neutral
यह सही है कि इसका 10.1 इंची डिसप्ले ईबुक के दो पेजों को दिखाने के लिए पर्याप्त है और जब से टैबलेट पिंच टू जूम पर जबाव देने लगा है , आप बेहतरीन तरीके से पढ़ने के लिए जूम इन और जूम आउट का इस्तेमाल कर सकते हैं ।	conflict
हालांकि , टैबलेट की स्क्रीन में एंटी ग्लैरिंग कोटिंग नहीं है जिसका मतलब है कि आप लाइट के नीचे नहीं पढ़ सकते हैं ।	negative
जैसा कि मैंने पहले कहा था , प्रोसेसर गेम खेलने तथा विडियो को पूरी तरह से सहज चलाने के काबिल नहीं है ।	negative
हालांकि , इसका स्क्रीन रेजोल्यूशन तथा साउंड आउटपुट मजेदार है ।	positive
इसके डिसप्ले का 1024x600 का पिक्सल रेजोल्यूशन बढ़िया दिखता है लेकिन यह शानदार नहीं है जैसे कि इसकी स्क्रीन है ।	conflict
वॉल्यूम आउटपुट थोड़ा धीमा है , और फ्रंट पेनल में स्पीकर न होने के कारण आवाज और म्युजिक का सुनना थोड़ा मुश्किल है ।	negative
टैबलेट में 8 जीबी की आंतरिक मेमोरी है , आगे आप माइक्रो एसडी कार्ड जोड़ते हुए इसे 32 जीबी तक बढ़ा सकते हैं , जिसमें आप अपनी फाइलें , मूवी , म्युजिक , पिक्चर आदि को स्टोर कर सकते हैं ।	neutral
इसमें एचडीएमआई आउट पुट HDMI out put है जिससे आप स्टोर की गई फिल्मों और पिक्चरों को अपनी टीवी पर देख सकते हैं ।	neutral
टैबलेट को एचडीएमआई केबिल की सहायता से अपनी टीवी से जोड़कर आप अपनी टीवी पर भी इंटरनेट सर्फ कर सकते हैं ।	neutral
दुखद है , कि इसमें ब्लुटूथ कनेक्शन नहीं है ।	negative
विशेषकर , स्टोर में एप्पस , मूवीज , लाइक टीवी , एंटरटेनमेंट , गेम्स और एजुकेशन जैसे सेक्शन है ।	neutral
हालांकि , इनमें से कोई भी अभी काम नहीं कर रहा है ।	neutral
फनबुक प्रो के कुछ सकरात्मक पहलू जिनमें माइक्रोमैक्स इसके साथ टाटा फोटान डोंगल Tata Photon dongle को 500 रुपये के कम शुल्क के साथ दे रहा है जिसमें आपको 2जीबी का मुफ्त डाटा पहले दो महीनों के लिए मिलेगा प्रत्येक महीने के लिए 1 जीबी ।	neutral
वर्तमान में , 10,000 रुपये की कीमत में बहुत से टैबलेट उपलब्ध हैं ।	neutral
हालांकि , उनमें से कोई भी 10 इंची स्क्रीन का नहीं हैः बल्कि अधिकांश टैबलेट या तो 7 इंची है या फिर 8 इंची ।	neutral
यदि आप 10 इंच से प्रभावित नहीं है तो यह अच्छा रहेगा कि आप 7 इंच के फनबुक टैबलेट के साथ जाएं जिसमें लगभग समान स्पेशीफिकेशन है केवल स्क्रीन के आकार को छोड़कर ।	conflict
अन्यथा मिलाग्रो टैब टॉप , बीएसएनएल टैबलेट और एचसीएल माई एजू टैबलेट्स Millagrow Tab Top , BSNL tablet , and HCL My Edu tablets इस सैंगमेंट में है लेकिन कोई भी फनबुक प्रो के स्पेशीफिकेशन के बराबर नहीं है ।	positive
संक्षेप में , माइक्रोमैक्स फनबुक प्रो अपने अधिकतर प्रतिस्पर्धियों की तुलना में बेहतरीन स्पेशीफिकेशन और परफार्मेंस के कारण शानदार टैबलेट है ।	positive
इसके नकारात्मक पक्ष जैसे कि गर्म होने की समस्या , रिफेलेक्टिव स्क्रीन , धीमा साउंड आउटपुट तथा ब्लुटूथ का अभाव निश्चित रूप से परेशान करते है लेकिन इसकी बड़े डिसप्ले , तेज प्रोसेसर , नवीनतम ऑपरेटिंग सिस्टम जैसी खूबियों के आगे यह कोई मायने नहीं रखता है ।	conflict
अच्छी गुणवत्ता की बनावट है ।	positive
बेहतरीन बैटरी लाइफ है ।	positive
परफार्मेंस के लिहाज से बेहतरीन कीमत है ।	positive
एप्पलीकेशन खुलने में अधिक समय लेते हैं ।	negative
फिजिकल वॉल्यूम का अभाव है ।	negative
सभी एप्पलीकेशन को सपोर्ट नहीं है ।	negative
इसकी कीमत आकर्षक 6999 रुपये रखी गई है और तब भी इसके स्पेशीफिकेशन शानदार है जिसमें 800x480 पिक्सल रेजोल्यूशन वाली 7 इंची 5 प्वाइंट टच स्क्रीन , 3700 mAH की बैटरी , 2 मेगापिक्सल का सामने वाला कैमरा शामिल हैं , लेकिन स्पेशीफिकेशन में इस कीमत वाली दूसरी टैबलेटों की तुलना में कोई खास फर्क नहीं है ।	positive
टैबलेट का रंग सफेद है काले रंग के सामने वाले हिस्से में एक किनारे से दूसरे किनारे तक ग्लास लगा है ।	neutral
टैबलेट के बाई तरफ 3.5 मिमी जैक , एचडीएमआई HDMI , मिनी यूएसवी , माइक्रो एसडी तथा चार्जिंग साकेट के सभी पोर्टस लगे है ।	neutral
सामने वाला कैमरा डिवाइस के ऊपरी हिस्से में बीचो बीच से थोड़ा सा दाहिनी ओर लगा है ऊपरी बायें किनारे पर पावॅर , विकल्प , होम तथा वापस के लिए वास्तविक बटन लगे है , पीछे का पैनल सपाट है , तथा किनारों पर घुमावदार है ।	neutral
